Product Type,Stock Keeping Unit,Price,Availability,Number of products sold,Revenue generated,Gender,Stock levels,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Costs,Supply Dates
Yogamats,SKU5980,595,29,118,4513,Female,80,487,35,Mahindra Logistics,271,Vertex Industries,Kalaburagi,13,511,75,7.809473564,Pending,2,Rail,710,07-09-2014
SkinCare,SKU5981,571,60,402,6548,Male,64,209,42,DTDC,343,Apex Suppliers,Dharwad,7,383,18,79.51583907,Pass,3,Air,893,08-09-2014
Cloths,SKU5982,2604,70,244,6616,Female,95,500,68,DHL Express,239,Apex Manufacturing,Pune,25,403,23,72.78710187,Pass,4,Road,636,09-09-2014
Cloths,SKU5983,1699,65,389,3997,Male,67,332,58,Safexpress,394,Nova Logistics,Surat,7,997,38,43.18942724,Fail,4,Road,940,10-09-2014
Health Care,SKU5984,2603,43,288,8003,Female,50,347,57,FedEx,238,Apex Logistics,Jaipur,23,467,66,39.23348132,Pending,2,Sea,377,11-09-2014
Cloths,SKU5985,1543,53,320,9700,Female,55,369,52,Safexpress,198,Apex Manufacturing,Davangere,27,818,26,13.09227439,Pass,5,Air,452,12-09-2014
Yogamats,SKU5986,722,6,422,7710,Female,54,458,93,Gati,172,Prime Manufacturing,Mumbai,47,595,33,86.55929066,Fail,3,Rail,972,13-09-2014
HomeGoods,SKU5987,1991,32,456,4726,Male,89,219,14,India Post,265,Apex Manufacturing,Chennai,77,716,75,36.06921241,Pending,2,Road,979,14-09-2014
Health Care,SKU5988,2774,24,404,5387,Female,100,358,25,DHL Express,268,Prime Suppliers,Raipur,76,281,71,97.81477881,Fail,2,Road,997,15-09-2014
Cloths,SKU5989,1173,31,428,8056,Female,67,338,84,Gati,160,Nova Suppliers,Salem,40,301,47,88.18881784,Fail,2,Road,735,16-09-2014
Cosmetics ,SKU5990,1407,28,324,6202,Male,88,438,56,FedEx,381,Apex Trading,Davangere,42,599,60,21.02793334,Pass,3,Air,304,17-09-2014
Health Care,SKU5991,1386,79,495,9327,Female,83,421,52,FedEx,326,Apex Logistics,Bengaluru,65,573,63,17.04364228,Fail,5,Air,299,18-09-2014
Health Care,SKU5992,1361,88,442,6640,Other,68,275,33,XpressBees,118,Vertex Industries,Visakhapatnam,83,346,40,7.82772385,Pending,2,Road,706,19-09-2014
Yogamats,SKU5993,1726,95,268,9355,Male,70,216,22,DTDC,417,Prime Suppliers,Raipur,2,864,24,91.6937171,Fail,1,Rail,630,20-09-2014
SkinCare,SKU5994,2102,12,255,9477,Other,91,230,49,India Post,419,Nova Trading,Raipur,35,200,69,52.56720406,Pass,3,Sea,396,21-09-2014
SkinCare,SKU5995,2112,60,204,9100,Female,52,224,28,India Post,375,Apex Industries,Kannur,60,811,33,28.95018878,Fail,2,Sea,990,22-09-2014
HomeGoods,SKU5996,1736,58,262,5293,Other,71,432,4,Mahindra Logistics,407,Global Suppliers,Salem,40,143,49,77.48214553,Pass,5,Rail,852,23-09-2014
Cosmetics ,SKU5997,999,32,466,2808,Male,53,201,36,India Post,120,Global Industries,Chennai,53,331,17,77.64820318,Fail,5,Road,742,24-09-2014
Yogamats,SKU5998,2427,90,361,7102,Female,90,485,3,Safexpress,351,Vertex Industries,Cuttack,63,993,66,89.18879515,Pass,2,Air,593,25-09-2014
Yogamats,SKU5999,839,92,299,7237,Female,88,448,57,Gati,128,Prime Industries,Bhopal,51,853,6,81.81222617,Pending,4,Sea,629,26-09-2014
Health Care,SKU6000,842,94,415,5871,Female,81,275,52,XpressBees,437,Vertex Industries,Bhubaneswar,86,716,32,46.88774136,Pending,4,Rail,560,27-09-2014
Yogamats,SKU6001,1354,7,259,3674,Female,78,490,41,Gati,257,Prime Manufacturing,Tiruppur,88,194,3,41.94805346,Pass,3,Road,607,28-09-2014
Cloths,SKU6002,1361,72,417,8797,Male,72,292,84,Safexpress,486,Vertex Industries,Vijayawada,21,766,66,5.793941651,Fail,2,Road,793,29-09-2014
Cloths,SKU6003,1283,5,448,7740,Female,67,238,40,Gati,201,Vertex Logistics,Jaipur,22,390,79,86.65755507,Fail,4,Rail,999,30-09-2014
Cosmetics ,SKU6004,2476,59,194,5480,Female,95,325,70,XpressBees,430,Global Trading,Jaipur,75,919,12,54.02311616,Pass,5,Rail,542,01-10-2014
Cosmetics ,SKU6005,1543,33,282,9415,Other,68,493,18,Safexpress,202,Vertex Industries,Ranchi,48,558,80,64.4284359,Pending,1,Air,640,02-10-2014
Yogamats,SKU6006,2937,18,233,7591,Male,56,288,94,Gati,479,Prime Manufacturing,Chandigarh,44,688,43,17.94400008,Pending,1,Air,574,03-10-2014
Cloths,SKU6007,1702,86,422,2661,Male,72,386,98,India Post,199,Nova Suppliers,Kannur,83,331,52,36.55377223,Pending,4,Sea,863,04-10-2014
Cloths,SKU6008,2503,94,402,3741,Male,94,496,58,Mahindra Logistics,320,Prime Suppliers,Patna,61,835,64,84.92329953,Pass,2,Sea,888,05-10-2014
Yogamats,SKU6009,1516,71,481,5357,Male,56,292,73,Safexpress,481,Nova Logistics,Belagavi,26,957,60,64.66547323,Fail,2,Road,987,06-10-2014
Yogamats,SKU6010,938,1,187,7706,Other,99,439,97,India Post,147,Vertex Logistics,Pune,8,483,41,41.75856859,Pending,4,Road,227,07-10-2014
Cosmetics ,SKU6011,2317,77,271,4053,Male,68,402,20,XpressBees,476,Global Logistics,Trivandrum,86,933,54,92.05393679,Pending,2,Sea,223,08-10-2014
Yogamats,SKU6012,1740,63,152,3257,Female,73,445,11,Mahindra Logistics,371,Vertex Logistics,Noida,32,288,2,39.95752938,Pending,1,Road,528,09-10-2014
Yogamats,SKU6013,628,83,182,6618,Female,52,392,31,FedEx,241,Nova Suppliers,Visakhapatnam,12,419,18,7.728821385,Pending,1,Air,413,10-10-2014
Health Care,SKU6014,2774,13,138,2252,Female,55,277,25,DTDC,280,Vertex Suppliers,Mysuru,33,870,64,40.75305899,Pass,2,Sea,983,11-10-2014
Cloths,SKU6015,615,95,173,6533,Female,89,250,27,DHL Express,193,Nova Industries,Chandigarh,74,399,14,15.54486966,Fail,4,Rail,632,12-10-2014
HomeGoods,SKU6016,946,31,457,4535,Male,68,219,9,Mahindra Logistics,132,Prime Logistics,Nagpur,17,429,2,13.97330317,Pass,5,Rail,349,13-10-2014
HomeGoods,SKU6017,2797,9,269,6107,Male,97,486,83,Safexpress,173,Vertex Trading,Vadodara,46,538,73,9.793777175,Pass,1,Rail,396,14-10-2014
Cloths,SKU6018,2112,95,322,2947,Other,74,469,8,Mahindra Logistics,497,Prime Manufacturing,Coimbatore,31,623,76,37.98180458,Pending,5,Air,677,15-10-2014
Cloths,SKU6019,666,54,126,3485,Female,57,357,59,Mahindra Logistics,247,Global Trading,Cuttack,59,785,77,2.466747926,Pass,2,Sea,690,16-10-2014
Cloths,SKU6020,2324,92,357,6320,Female,94,299,27,DTDC,287,Prime Industries,Dharwad,84,122,59,22.29092607,Pending,2,Rail,799,17-10-2014
Health Care,SKU6021,2840,88,290,8537,Male,98,388,53,Safexpress,306,Global Industries,Kochi,50,771,70,12.37154739,Pending,4,Road,840,18-10-2014
Cosmetics ,SKU6022,1805,62,277,6252,Female,52,427,51,FedEx,277,Vertex Logistics,Ludhiana,14,770,25,48.40128618,Pending,3,Road,141,19-10-2014
Health Care,SKU6023,1214,41,473,9284,Male,80,342,81,Blue Dart,254,Apex Industries,Raipur,41,303,43,16.46247395,Pending,2,Sea,121,20-10-2014
Cosmetics ,SKU6024,1520,28,102,8020,Male,74,471,56,Blue Dart,403,Prime Suppliers,Tumakuru,73,304,62,39.44847563,Pending,1,Air,763,21-10-2014
HomeGoods,SKU6025,1759,65,171,5664,Other,82,453,73,DTDC,172,Vertex Logistics,Patna,17,773,20,77.41693784,Pass,2,Sea,594,22-10-2014
Cosmetics ,SKU6026,2682,28,272,3301,Male,66,471,15,DTDC,361,Apex Industries,Delhi,18,362,77,82.15972105,Fail,2,Rail,439,23-10-2014
Cloths,SKU6027,1331,42,294,6244,Female,88,240,70,Mahindra Logistics,285,Nova Manufacturing,Hubli,44,199,36,50.41392729,Fail,2,Rail,267,24-10-2014
Health Care,SKU6028,2620,97,131,9372,Male,98,308,88,Blue Dart,290,Nova Industries,Jaipur,9,217,12,64.13304099,Pending,1,Sea,484,25-10-2014
HomeGoods,SKU6029,925,42,413,9985,Other,95,288,73,India Post,298,Nova Logistics,Udupi,95,562,38,28.87625336,Pass,2,Rail,864,26-10-2014
SkinCare,SKU6030,1167,48,343,5131,Male,73,497,47,Safexpress,412,Global Logistics,Bengaluru,29,735,1,51.65551993,Fail,4,Rail,560,27-10-2014
Health Care,SKU6031,592,25,493,3731,Male,63,255,21,Safexpress,477,Apex Industries,Vadodara,58,454,33,44.5664502,Pending,4,Air,756,28-10-2014
Health Care,SKU6032,1603,62,426,5779,Other,61,276,97,Delhivery,334,Nova Trading,Kolkata,28,329,49,56.03313204,Pass,5,Rail,536,29-10-2014
SkinCare,SKU6033,2751,15,293,4989,Male,91,235,82,FedEx,273,Global Manufacturing,Dharwad,43,626,66,48.49464843,Fail,4,Road,383,30-10-2014
Cloths,SKU6034,1911,71,193,6254,Female,83,323,48,DTDC,307,Prime Suppliers,Bengaluru,42,344,59,80.11067446,Pending,1,Rail,512,31-10-2014
SkinCare,SKU6035,2974,47,294,4737,Female,90,454,49,DHL Express,149,Apex Logistics,Trichy,65,845,58,25.48966774,Fail,5,Sea,900,01-11-2014
Cosmetics ,SKU6036,1179,36,124,6969,Male,91,447,79,Blue Dart,375,Global Logistics,Davangere,10,664,34,53.61660744,Fail,1,Sea,504,02-11-2014
Cosmetics ,SKU6037,2179,48,481,6034,Female,89,216,5,Gati,378,Global Logistics,Nagpur,21,864,54,60.46501248,Pending,5,Air,127,03-11-2014
Cloths,SKU6038,2914,71,292,4272,Female,91,333,65,FedEx,235,Apex Logistics,Patna,10,565,30,58.37177532,Pending,3,Air,647,04-11-2014
Cloths,SKU6039,601,62,358,3415,Male,71,398,44,Delhivery,371,Vertex Trading,Cuttack,36,995,22,23.41175411,Fail,3,Air,230,05-11-2014
SkinCare,SKU6040,1478,56,157,5382,Female,61,224,15,Gati,206,Vertex Industries,Noida,67,153,18,16.69152047,Pending,3,Air,163,06-11-2014
Yogamats,SKU6041,801,64,396,6349,Male,77,222,28,India Post,372,Apex Trading,Raipur,72,445,53,49.32115532,Pass,1,Road,762,07-11-2014
Cosmetics ,SKU6042,1583,86,268,6119,Male,100,408,28,DHL Express,161,Nova Trading,Ludhiana,95,213,16,89.46391141,Pass,4,Rail,359,08-11-2014
HomeGoods,SKU6043,987,29,450,4255,Male,74,276,46,DHL Express,267,Global Suppliers,Jaipur,81,841,54,29.80182655,Pending,3,Road,954,09-11-2014
SkinCare,SKU6044,1558,13,459,4476,Female,100,430,23,Gati,218,Apex Suppliers,Gurgaon,61,722,54,11.98475045,Fail,3,Road,944,10-11-2014
SkinCare,SKU6045,2651,39,218,3315,Female,76,290,81,XpressBees,483,Global Manufacturing,Jaipur,55,342,25,69.28626743,Pending,5,Air,806,11-11-2014
Cosmetics ,SKU6046,2951,66,323,9456,Male,84,405,12,Mahindra Logistics,406,Nova Manufacturing,Bhopal,13,943,55,47.80508562,Pending,3,Sea,778,12-11-2014
Cloths,SKU6047,2297,80,469,7067,Female,71,243,62,DTDC,191,Vertex Manufacturing,Udupi,38,715,53,59.68803971,Pending,1,Road,917,13-11-2014
SkinCare,SKU6048,2526,92,287,4438,Male,54,243,90,Blue Dart,373,Prime Logistics,Patna,54,421,64,48.80816246,Pending,5,Rail,507,14-11-2014
Cosmetics ,SKU6049,1014,80,460,3797,Other,98,432,3,DHL Express,349,Apex Industries,Ludhiana,38,801,58,76.68382125,Pass,1,Air,116,15-11-2014
Health Care,SKU6050,2625,29,462,4515,Male,91,367,22,DTDC,398,Global Logistics,Hubli,73,264,22,56.1737748,Fail,3,Air,252,16-11-2014
HomeGoods,SKU6051,1057,50,396,5352,Male,71,437,24,Safexpress,436,Global Industries,Hubli,59,111,27,80.54614598,Pass,5,Road,323,17-11-2014
SkinCare,SKU6052,2430,3,421,2239,Other,59,425,54,Delhivery,495,Apex Suppliers,Ahmedabad,3,901,71,57.97360807,Pending,2,Air,718,18-11-2014
Health Care,SKU6053,2235,16,441,8238,Male,59,214,65,Safexpress,213,Nova Trading,Kannur,96,751,24,17.95791659,Pass,3,Rail,785,19-11-2014
SkinCare,SKU6054,1628,81,183,6692,Male,52,456,69,Gati,175,Apex Industries,Kalaburagi,33,585,58,93.13788839,Pass,4,Road,851,20-11-2014
Cosmetics ,SKU6055,2251,28,406,7829,Male,64,356,49,XpressBees,375,Nova Manufacturing,Bhubaneswar,23,433,23,31.1119244,Pass,1,Road,272,21-11-2014
SkinCare,SKU6056,1130,76,214,7980,Female,80,308,40,DTDC,449,Prime Trading,Bhubaneswar,31,335,74,12.68564891,Fail,4,Rail,690,22-11-2014
SkinCare,SKU6057,1651,66,464,8038,Female,74,241,76,Safexpress,381,Nova Manufacturing,Kannur,25,795,19,93.98530143,Fail,4,Air,690,23-11-2014
SkinCare,SKU6058,2971,45,179,4023,Male,81,391,73,Delhivery,490,Apex Trading,Raipur,42,949,62,39.72878757,Fail,3,Road,546,24-11-2014
SkinCare,SKU6059,1592,19,183,4313,Male,53,447,62,DTDC,250,Apex Trading,Belagavi,88,435,64,92.62393368,Fail,3,Road,879,25-11-2014
Health Care,SKU6060,1368,52,258,2061,Other,91,220,48,Delhivery,135,Vertex Logistics,Mumbai,86,535,78,53.64960297,Fail,4,Sea,348,26-11-2014
SkinCare,SKU6061,1093,86,358,7075,Female,92,229,16,Delhivery,283,Vertex Trading,Bhopal,25,189,29,6.139746355,Pending,4,Rail,639,27-11-2014
Cloths,SKU6062,2031,90,163,5464,Male,77,300,63,XpressBees,457,Vertex Trading,Vijayawada,34,932,19,92.64729678,Fail,1,Sea,847,28-11-2014
SkinCare,SKU6063,618,77,243,6089,Female,63,405,83,FedEx,258,Vertex Suppliers,Bhubaneswar,64,746,78,26.3819885,Pass,5,Sea,322,29-11-2014
Cosmetics ,SKU6064,1487,64,287,9752,Male,52,295,44,India Post,327,Prime Industries,Tiruppur,1,520,74,1.305439274,Fail,3,Sea,114,30-11-2014
Health Care,SKU6065,2657,38,182,3774,Female,53,241,6,DHL Express,206,Vertex Trading,Coimbatore,66,363,77,19.30084925,Pending,1,Sea,767,01-12-2014
Health Care,SKU6066,2533,53,274,2625,Male,82,283,60,FedEx,421,Nova Industries,Amritsar,20,957,18,78.39722622,Pass,4,Road,277,02-12-2014
Cosmetics ,SKU6067,2028,24,326,6768,Male,95,411,47,Gati,493,Prime Logistics,Amritsar,95,353,73,88.78223863,Pass,3,Road,511,03-12-2014
Cosmetics ,SKU6068,1681,76,272,5710,Female,94,335,57,XpressBees,220,Global Industries,Kolkata,55,164,29,76.2991547,Pass,5,Rail,547,04-12-2014
Cosmetics ,SKU6069,2854,99,124,4268,Male,96,459,24,Blue Dart,333,Global Suppliers,Coimbatore,29,716,30,14.35448312,Pending,2,Air,219,05-12-2014
Yogamats,SKU6070,723,43,227,4541,Male,51,218,15,DTDC,430,Prime Logistics,Raipur,4,299,52,71.41150419,Fail,1,Sea,150,06-12-2014
SkinCare,SKU6071,711,52,316,4003,Male,100,281,46,India Post,368,Global Industries,Bhubaneswar,62,980,17,31.41742474,Fail,1,Rail,411,07-12-2014
SkinCare,SKU6072,2304,1,219,3608,Male,63,360,75,Safexpress,202,Vertex Industries,Hyderabad,75,423,79,65.48448216,Pass,2,Air,783,08-12-2014
Cosmetics ,SKU6073,1576,43,425,2070,Female,60,346,87,Mahindra Logistics,403,Vertex Manufacturing,Chandigarh,82,514,79,5.278445321,Pass,1,Air,273,09-12-2014
Cloths,SKU6074,1352,51,170,8775,Other,85,337,47,India Post,453,Apex Logistics,Coimbatore,54,528,66,78.36587603,Fail,1,Air,913,10-12-2014
SkinCare,SKU6075,1643,8,467,2714,Female,76,225,5,Delhivery,262,Vertex Suppliers,Visakhapatnam,5,909,55,33.61256444,Pending,4,Sea,449,11-12-2014
Yogamats,SKU6076,2345,31,209,9615,Other,93,438,88,Delhivery,409,Global Logistics,Indore,94,751,28,5.973835965,Pass,2,Sea,337,12-12-2014
SkinCare,SKU6077,2829,72,121,7745,Female,58,456,97,Gati,156,Nova Industries,Bengaluru,38,215,49,87.06627853,Pass,3,Air,472,13-12-2014
Yogamats,SKU6078,1836,24,172,3372,Male,87,461,23,DHL Express,443,Prime Industries,Ludhiana,98,548,18,39.93297105,Pending,2,Rail,116,14-12-2014
Cosmetics ,SKU6079,2222,63,276,2074,Male,61,493,90,DTDC,423,Vertex Trading,Noida,5,713,79,25.66963037,Fail,3,Rail,200,15-12-2014
SkinCare,SKU6080,2010,36,380,8710,Male,82,309,46,DTDC,271,Vertex Industries,Tiruppur,43,546,6,98.37460801,Fail,4,Rail,691,16-12-2014
SkinCare,SKU6081,1591,18,147,3791,Male,94,225,32,Mahindra Logistics,173,Prime Logistics,Kozhikode,37,730,38,81.66184393,Pending,4,Air,336,17-12-2014
Cloths,SKU6082,2495,49,326,3824,Female,71,403,55,Mahindra Logistics,121,Apex Manufacturing,Jaipur,74,863,67,68.35031054,Pass,1,Rail,432,18-12-2014
Cosmetics ,SKU6083,988,90,149,8234,Other,60,247,73,Delhivery,464,Prime Trading,Tiruppur,99,238,62,14.14186893,Fail,2,Rail,402,19-12-2014
Yogamats,SKU6084,1815,40,102,2984,Female,82,500,81,Blue Dart,272,Apex Suppliers,Nagpur,58,803,4,87.18898335,Pass,5,Rail,121,20-12-2014
Health Care,SKU6085,2804,48,179,6196,Female,61,208,40,Blue Dart,175,Apex Logistics,Chandigarh,73,501,43,86.43107966,Fail,1,Road,231,21-12-2014
Cosmetics ,SKU6086,822,65,450,9156,Male,98,268,3,India Post,267,Vertex Suppliers,Jaipur,46,399,63,30.74520868,Pass,5,Rail,426,22-12-2014
HomeGoods,SKU6087,1282,70,211,2682,Male,69,276,9,India Post,127,Apex Manufacturing,Davangere,87,263,23,89.98426838,Fail,2,Air,596,23-12-2014
Cloths,SKU6088,2349,68,487,3355,Other,98,407,19,Blue Dart,471,Prime Trading,Chandigarh,63,590,11,73.90371145,Pass,2,Air,247,24-12-2014
Cloths,SKU6089,1227,54,151,7525,Other,57,226,45,XpressBees,113,Apex Manufacturing,Bhopal,89,933,27,55.30220896,Fail,4,Rail,197,25-12-2014
Cloths,SKU6090,2738,78,400,8347,Female,81,437,98,DTDC,248,Apex Logistics,Udupi,67,383,8,29.18449886,Pending,2,Sea,822,26-12-2014
SkinCare,SKU6091,1016,26,157,3449,Male,56,469,53,FedEx,277,Vertex Suppliers,Bhopal,11,150,55,42.62708485,Fail,4,Rail,457,27-12-2014
HomeGoods,SKU6092,2634,71,442,4966,Other,67,291,80,Safexpress,244,Vertex Manufacturing,Vijayawada,62,816,3,44.23279957,Pending,2,Road,110,28-12-2014
Health Care,SKU6093,2644,68,382,6838,Male,71,261,86,XpressBees,349,Prime Logistics,Gurgaon,40,424,11,54.74427969,Fail,2,Sea,570,29-12-2014
Cloths,SKU6094,1122,31,134,6846,Male,61,482,43,DHL Express,310,Global Logistics,Salem,1,333,65,54.25414276,Pass,1,Air,831,30-12-2014
SkinCare,SKU6095,1382,13,356,8035,Other,73,468,42,India Post,396,Nova Suppliers,Nagpur,96,376,64,57.96014534,Pass,2,Rail,849,31-12-2014
Health Care,SKU6096,2975,92,139,5994,Male,100,482,71,Delhivery,461,Prime Manufacturing,Kannur,44,696,18,99.75420491,Pending,5,Rail,789,01-01-2015
Cloths,SKU6097,1275,70,148,10000,Female,62,431,83,Blue Dart,434,Apex Trading,Ludhiana,23,668,55,44.66401425,Pass,1,Road,500,02-01-2015
Health Care,SKU6098,2775,46,431,9115,Female,81,482,18,Blue Dart,250,Apex Logistics,Udupi,91,444,54,25.22109351,Pending,2,Air,621,03-01-2015
Yogamats,SKU6099,994,21,231,6734,Female,69,289,77,Blue Dart,434,Global Suppliers,Cuttack,77,868,5,89.78754031,Fail,3,Road,185,04-01-2015
SkinCare,SKU6100,2046,24,152,5925,Female,71,301,82,FedEx,133,Nova Suppliers,Bengaluru,35,470,7,12.19977841,Pending,1,Road,922,05-01-2015
Cosmetics ,SKU6101,2778,72,146,6778,Other,83,215,20,Blue Dart,192,Vertex Manufacturing,Gurgaon,61,925,19,69.59192499,Pending,2,Rail,768,06-01-2015
HomeGoods,SKU6102,2783,71,319,2605,Male,63,372,10,India Post,274,Nova Manufacturing,Bengaluru,46,765,44,27.07170949,Fail,2,Air,204,07-01-2015
HomeGoods,SKU6103,895,90,460,3249,Male,51,339,40,FedEx,425,Global Industries,Indore,48,758,57,59.46826513,Pending,4,Air,506,08-01-2015
Cloths,SKU6104,1257,18,408,9155,Female,97,334,68,Delhivery,108,Nova Logistics,Dharwad,26,798,18,27.42091576,Fail,5,Air,891,09-01-2015
Yogamats,SKU6105,2556,89,488,8495,Other,76,388,50,DTDC,179,Global Logistics,Dharwad,76,753,10,75.4151315,Pending,3,Sea,924,10-01-2015
Yogamats,SKU6106,672,36,455,8173,Female,94,480,31,Gati,420,Nova Logistics,Bhubaneswar,6,422,11,72.51691097,Pending,3,Air,528,11-01-2015
HomeGoods,SKU6107,1039,44,220,7862,Female,92,425,74,Gati,292,Global Suppliers,Indore,12,388,35,65.23442418,Pending,1,Sea,268,12-01-2015
HomeGoods,SKU6108,785,33,470,5337,Male,80,259,6,India Post,180,Apex Industries,Kolkata,75,139,15,97.01149621,Pass,3,Rail,519,13-01-2015
Health Care,SKU6109,2750,15,373,6524,Male,97,303,43,DTDC,381,Global Industries,Dharwad,97,247,71,9.060845182,Fail,5,Road,424,14-01-2015
Cloths,SKU6110,2912,96,488,8578,Female,69,234,63,Gati,105,Vertex Manufacturing,Jaipur,37,344,1,1.214849421,Pass,3,Sea,887,15-01-2015
Yogamats,SKU6111,820,50,411,2640,Female,66,344,64,FedEx,254,Apex Industries,Mysuru,54,526,78,87.73405567,Pending,5,Rail,862,16-01-2015
Cloths,SKU6112,1246,32,266,5053,Male,55,467,23,XpressBees,426,Apex Suppliers,Coimbatore,61,110,39,4.554226568,Pending,1,Road,946,17-01-2015
Cosmetics ,SKU6113,2200,56,205,9221,Male,69,289,96,XpressBees,327,Apex Manufacturing,Kannur,5,354,28,41.92534336,Fail,2,Sea,733,18-01-2015
Yogamats,SKU6114,2872,20,251,4165,Male,94,384,45,FedEx,280,Apex Industries,Davangere,47,469,30,14.30707719,Pending,4,Sea,665,19-01-2015
Cloths,SKU6115,1916,9,294,6844,Male,92,480,89,Gati,490,Nova Suppliers,Pune,84,834,22,77.89151245,Pending,2,Road,608,20-01-2015
Cloths,SKU6116,1134,13,152,4110,Female,86,386,41,India Post,180,Prime Logistics,Cuttack,43,950,48,83.31330263,Pass,2,Air,637,21-01-2015
Health Care,SKU6117,666,30,250,3219,Male,62,286,74,Gati,451,Global Industries,Kozhikode,73,660,1,90.59071354,Pass,4,Sea,544,22-01-2015
Cosmetics ,SKU6118,2641,62,180,7487,Female,68,279,94,XpressBees,386,Prime Manufacturing,Vadodara,65,425,11,82.10120264,Pending,3,Road,144,23-01-2015
HomeGoods,SKU6119,2081,60,178,8783,Male,70,355,4,Gati,231,Vertex Suppliers,Kochi,22,262,54,57.68497672,Pass,2,Air,466,24-01-2015
Cosmetics ,SKU6120,2975,25,411,8136,Female,73,382,71,FedEx,221,Nova Trading,Ahmedabad,17,568,6,58.87619433,Pass,2,Road,951,25-01-2015
Yogamats,SKU6121,1564,48,107,4349,Male,76,307,51,Mahindra Logistics,185,Global Logistics,Bhubaneswar,55,704,40,35.72936083,Fail,1,Air,860,26-01-2015
Yogamats,SKU6122,2366,71,198,9550,Other,78,477,46,Safexpress,448,Nova Suppliers,Bengaluru,90,391,15,83.07602563,Pass,1,Road,848,27-01-2015
Cosmetics ,SKU6123,2334,98,365,8859,Other,60,302,53,XpressBees,412,Vertex Manufacturing,Bhopal,49,119,54,19.13521015,Pass,2,Sea,591,28-01-2015
Cloths,SKU6124,2753,89,149,9615,Male,54,471,12,India Post,374,Prime Logistics,Trivandrum,46,726,54,4.896611902,Pass,2,Road,280,29-01-2015
Cloths,SKU6125,2373,21,443,5610,Female,90,465,27,India Post,491,Apex Suppliers,Chandigarh,42,501,27,79.91842878,Pass,4,Road,852,30-01-2015
SkinCare,SKU6126,609,47,113,2472,Male,87,394,40,Blue Dart,111,Apex Suppliers,Vadodara,59,406,20,87.48891993,Pass,3,Road,675,31-01-2015
SkinCare,SKU6127,929,35,455,4177,Female,62,241,47,India Post,484,Global Manufacturing,Coimbatore,90,429,4,62.25649271,Pending,2,Sea,666,01-02-2015
Yogamats,SKU6128,1201,64,244,7727,Other,78,492,68,Mahindra Logistics,136,Prime Trading,Coimbatore,15,595,50,34.63647275,Pass,4,Air,391,02-02-2015
SkinCare,SKU6129,1961,28,433,9078,Other,71,480,26,XpressBees,297,Prime Logistics,Bengaluru,84,632,54,23.11743251,Pending,3,Rail,114,03-02-2015
SkinCare,SKU6130,1438,39,283,6440,Female,90,210,77,DHL Express,128,Vertex Trading,Visakhapatnam,63,696,77,7.435238224,Fail,1,Road,302,04-02-2015
SkinCare,SKU6131,613,65,492,9907,Female,53,407,72,XpressBees,274,Global Industries,Visakhapatnam,33,763,75,68.11664904,Fail,5,Sea,704,05-02-2015
Yogamats,SKU6132,2416,49,448,9298,Other,79,377,10,Gati,438,Apex Manufacturing,Indore,93,179,4,60.25697655,Pass,3,Rail,355,06-02-2015
HomeGoods,SKU6133,2450,80,467,5144,Female,60,383,60,Blue Dart,190,Nova Trading,Mangaluru,24,929,19,42.63477561,Fail,3,Sea,633,07-02-2015
Health Care,SKU6134,2758,54,156,6577,Female,85,208,25,XpressBees,285,Global Logistics,Ludhiana,67,176,70,92.20669952,Pending,3,Road,800,08-02-2015
SkinCare,SKU6135,2713,26,431,9027,Male,78,430,47,DTDC,307,Global Industries,Bhopal,49,680,50,42.66979849,Pending,3,Rail,306,09-02-2015
Yogamats,SKU6136,1080,10,252,2448,Male,66,376,29,Blue Dart,122,Apex Manufacturing,Bhubaneswar,47,453,25,45.31490241,Fail,4,Rail,234,10-02-2015
Health Care,SKU6137,2434,58,153,5849,Male,51,500,50,XpressBees,478,Prime Manufacturing,Udupi,90,429,76,55.19804533,Pending,3,Sea,988,11-02-2015
Cloths,SKU6138,1400,41,405,6629,Other,78,351,67,Gati,148,Vertex Manufacturing,Davangere,70,865,63,92.33205891,Pass,3,Sea,363,12-02-2015
Health Care,SKU6139,2326,24,478,8041,Female,92,254,21,FedEx,177,Global Logistics,Davangere,72,583,7,52.91267304,Fail,3,Sea,573,13-02-2015
